Accepted.Name,mean.m1.length,mean.m1.width,overall.n.sampled.m1.length,overall.n.sampled.m1.width,measured.m1,ref,notes,Uncertain,alt.body.mass,continent
Geringia gloveri,1.585,1.15,4,4,,Macdonald 1970,Macdonald 1970,,,
Geringia mcgregori,1.6775,1.4525,7,7,,Alker 1969,"Alker 1969 (""Paciculus insolitus"")",,,
Gigantocamelus spatulus,35.725,22.15,4,4,,Meade 1945,Meade 1945 (TMM 31181),,,US
Glasbius twitchelli,2.02,1.38,11,11,,Archibald 1982,Archibald 1982 (Garfield Co.),,,
Glaucomys sabrinus,1.69,1.81,36,36,,Guilday et al. 1978,"Guilday et al. 1978 (Recent, Pennsylvania: m12)",,,
Glaucomys volans,1.57,1.71,34,34,,Guilday et al. 1978,"Guilday et al. 1978 (Recent, Pennsylvania)",,,
Gnathabelodon thorpei,99,63,1,1,,Alroy 2000,Osborn 1936 (type),,,
Gnomomys kelloggae,1.5125,1.13,49,49,,Alroy 2000,Voorhies 1990 (type: Norden Bridge Quarry),,,
Gnomomys saltus,1.21665,0.8575,7,7,,Alroy 2000,Wilson 1968 (type: WaKeeney),,,
Gobiconodon ostromi,4.4625,2.1,2,2,,Jenkins and Schaff 1988,Jenkins and Schaff 1988 (type: Cloverly Harvard MCZ 19965 Site),,,
Gomphotheriidae,130,73,1,1,,Alroy 2000,"Osborn 1936 (""R. shepardi edense"")",,,
Gomphotherium,115.5,67.3,4,4,,MacFadden and Hulbert 1990,MacFadden and Hulbert 1990 (Love Bone Bed: both m1 and m2),,,US
Gomphotherium obscurum,130,78,2,2,,Alroy 2000,Osborn 1936 (type),,,
Gomphotherium productum,118.1428571,76.57142857,7,7,,Mawby 1968,Mawby 1968a (type: UCMP V-6145),,,
Goniodontomys disjunctus,2.57375,1.29065,9,9,,Wilson 1937,Wilson 1937a (type: Rome),,,US
Gracilocyon winkleri,4.43,3,4,4,,Gingerich 1983,Gingerich 1983b (Clark's Fork Basin: includes type),,,
Gregorymys curtus,1.78,2.31,1,1,,Wood 1936,Wood 1936b (referred: AMNH),,,
Gregorymys formosus,1.519333333,2.168333333,8,8,,Wood 1936,Wood 1936b (referred: AMNH),,,
Gregorymys larsoni,1.33,1.64,1,1,,Munthe 1977,"Munthe 1977 (type, Derby Peak)",,,US
Gregorymys riograndensis,1.25,1.99,11,11,,Stevens 1977,Stevens 1977 (TMM 40635),,,US
Griphodon peruvianus,32.2,NA,1,NA,,Patterson 1942,,,,
Gripholagomys lavocati,1.995333333,2.085666667,16,16,,Green 1972,,,,US
Griphomys alecer,1.176,1.1205,5,5,,Lillegraven 1977,Lillegraven 1977 (includes material remeasured from Wilson 1940b),,,
Guanajuatomys hibbardi,2.3,2.3,1,1,,Alroy 2000,Black and Sutton 1973,,,
Guildayomys hibbardi,2.99,1.19,23,23,,Zakrzewski 1984,"Zakrzewski 1984 (Big Springs: width printed as 1.99, but this clearly is a typo)",,,US
Guildayomys matthewsi,2.55,0.96,1,1,,Storer 2004,,,,CA
Gulo gulo,20.95,7.32,9,9,,Gidley and Gazin 1938,Gidley and Gazin 1938 (type: Cumberland Cave),,,
Gypsonictops illuminatus,2.355,1.771666667,8,8,,Archibald 1982,Archibald 1982,,,
Gypsonictops lewisi,2.15,1.5,2,2,,Fox 1979,Fox 1979c,,,
Gyrinodon quassus,39.5,15,1,1,,Hopwood 1928,,,,VE
Hapalodectes anthracinus,4.095,1.575,2,2,,Zhou and Gingerich 1991,Zhou and Gingerich 1991 (SC-4),,,US
Hapalodectes leptognathus,4.94,1.7,2,2,,Zhou and Gingerich 1991,Zhou and Gingerich 1991 (lengths and widths from different specimens),,,
Hapalops,5.7,4.3,1,1,,Villarroel 1998,,,,
Haplaletes disceptatrix,2.556666667,2.066666667,6,6,,Simpson 1937,Simpson 1937a (CMB: includes type from Gidley Quarry; updates Simpson 1935d),,,
Haplaletes pelicatus,3,2.3,1,1,,Gazin 1956,Gazin 1956a,,,
Haploconus angustus,5,3.6,1,1,,Alroy 2000,Simpson 1959 (Cuba Mesa),,,
Haploconus elachistus,3.8,2.8,1,1,,Cifelli et al. 1995,Cifelli et al. 1995 (Wagonroad),,,US
Haploconus entoconus,5.5667,4.5833,6,6,,Matthew 1937,Matthew 1937,,,
Haplohippus texanus,9.5,6.7,1,1,,McGrew 1953,McGrew 1953 (see also Bjork 1967),,,
Haplomylus bozemanensis,2.665,2.025,14,14,,Robinson and Williams 1997,Robinson and Williams 1997 (UCM 81003),,,US
Haplomylus palustris,2.38,2.03,1,1,,Gingerich 1994,Gingerich 1995a (Bear Creek),,,US
Haplomylus scottianus,2.77,2.3,175,175,,Gingerich 1994,Gingerich 1995a (Clark's Fork Basin: includes type),,,
Haplomylus simpsoni,2.89,2.42,18,18,,Gingerich 1994,"Gingerich 1995a (Clark's Fork Basin: updates Rose 1981, Simpson 1937c)",,,
Haplomylus speirianus,2.6575,2.105,527,527,,Gingerich 1994,Gingerich 1995a (Clark's Fork Basin: updates Rose 1981),,,
Haplomys galbreathi,1.54,1.51,1,1,,Tedrow and Korth 1997,Tedrow and Korth 1997 (type: Slim Buttes Unit D),,,
Harpagolestes immanis,30.2,15.8,1,1,,Gustafson 1986,Gustafson 1986b (type),,,
Harpagolestes leotensis,30.6,14,1,1,,Gustafson 1986,Gustafson 1986b (type),,,
Harpagolestes uintensis,28.9,15.25,2,2,,Gustafson 1986,Gustafson 1986b (type),,,
Harrymys canadensis,1.1,1.52,1,1,,Korth 1995,Korth 1995 (type: Kleinfelder Farm),,,CA
Harrymys irvini,1.75,2.13,36,36,,Munthe 1988,Munthe 1988 (type: UCMP V-69190),,,US
Harrymys magnus,1.59665,1.65335,8,8,,Black 1963,Black 1963a,,,
Harrymys woodi,1.5,1.65,1,1,,Black 1961,Black 1961a,,,
Hegetotherium mirabile,7.2,3.975,4,4,,Croft et al. 2004,,,,CL
Helaletes nanus,9.6875,6.65,5,5,,Peterson 1919,"Peterson 1919 (type, Grizzly Buttes: Marsh 1872)",,,
Heliscomys ostranderi,0.8267,0.78,6,6,,Korth et al. 1991,Korth et al. 1991,,,
Heliscomys senex,0.8,0.835,1,1,,Korth 1995,Korth 1995a,,,
Heliscomys vetus,0.91,0.9025,32,32,,Galbreath 1953,Galbreath 1953,,,
Helohyus milleri,9.615,6.735,4,4,,Alroy 2000,West 1984 (Bridger: includes type of Sinclair 1914),,,
Helohyus plicodon,8.625,5.9,2,2,,Sinclair 1914,Sinclair 1914 (AMNH),,,
Hemiacodon casamissus,2.9,2.35,1,1,,Alroy 2000,Beard et al. 1992 (type),,,
Hemiacodon engardae,3.84,3.01,1,1,,Murphey and Dunn 2009,,,,US
Hemiacodon gracilis,3.746666667,2.973333333,87,87,,Gazin 1958,Gazin 1958a (Marsh 1872),,,
Hemiauchenia gracilis,13.9,9.9,1,1,,Meachen 2005,,,,US
Hemiauchenia guanajuatensis,18.6,10.9,7,7,,Alroy 2000,Dalquest and Mooser 1980 (Rancho El Ocote),,,
Hemiauchenia macrocephala,22.19425556,14.97432222,27,27,,Webb and Stehli 1995,Webb and Stehli 1995,,,
Hemiauchenia minima,17.1,8.8,10,10,,MacFadden and Hulbert 1990,MacFadden and Hulbert 1990 (Love Bone Bed),,,US
Hemicyon barbouri,29.5,13.5,1,1,,Colbert 1941,Colbert 1941,,,
Hemithlaeus josephi,3.1,2.1,1,1,,Jepsen 1930,"Jepsen 1930 (""O. sp."": Mantua Lentil)",,,US
Hendryomeryx defordi,6.1,4.2,3,3,,Wilson 1974,Wilson 1974 (FMNH Big Red Horizon),,,
Hendryomeryx wilsoni,4.85,3.4,2,2,,Black 1978,Black 1978 (Badwater),,,
Heptacodon pellionis,14.85,10.35,2,2,,Storer 1983,Storer 1983 (type: Lac Pelletier),,,
Heptodon calciculus,9.32,6.61,6,6,,Guthrie 1967,Guthrie 1967b (Lysite),,,US
Herpetotherium fugax,1.7816,1.0402,29,29,,Korth 1994,Korth 1994a (Cedar Creek),,,
Herpetotherium innominatum,1.75,0.925,47,47,,Rothecker and Storer 1996,Rothecker and Storer 1996 (Lac Pelletier Lower),,,CA
Herpetotherium knighti,2.1216,1.2052,36,36,,Rothecker and Storer 1996,Rothecker and Storer 1996 (Lac Pelletier Lower),,,CA
Herpetotherium marsupium,2.502166667,1.434333333,13,13,,Eaton 1982,Eaton 1982,,,
Herpetotherium merriami,1.975,1.09,1,1,,Korth 1994,"Korth 1994a (type, John Day)",,,
Herpetotherium valens,2.06,1.13,26,26,,Korth 1994,Korth 1994a (Pipestone),,,
Herpetotherium youngi,1.676,1.013,10,10,,Korth 1992,Korth 1992a (McCann Canyon),,,US
Hesperaletes walshi,8.32,6.12,5,5,,Black 1979,"Black 1979 (Badwater, CM)",,,US
Hesperocyon coloradensis,11.04,5.07,5,5,,Wang 1994,Wang 1994,,,
Hesperocyon gregarius,9.416,4.32,423,423,,Matthew 1903,Matthew 1903a,,,
Hesperolagomys,2,1.6,1,1,,Evander 1999,Evander 1999 (UNSM Cr-13),,,US
Hesperolagomys fluviatilis,1.61,1.78,27,27,,Storer 1975,Storer 1975b,,,
Hesperolagomys galbreathi,2.08835,1.97,4,4,,Shotwell 1970,Shotwell 1970,,,
Hesperomys taylori,1.36,0.82,1,1,,Lundelius 1984,Lundelius 1984,,,
Hesperoscalops mcgrewi,3.475,2.46875,5,5,,Voorhies 1977,Voorhies 1977 (type: Santee),,,US
Hesperoscalops ruficervus,2.9,2.1,1,1,,Dalquest 1983,Dalquest 1983,,,
Heteraletes leotanus,6.85,5.1,2,2,,Gazin 1956,"Gazin 1956b (Badwater, USNM)",,,
Heteromeryx dispar,10.3,7.8,1,1,,Wilson 1974,Wilson 1974 (TMM 40203),,,US
Heteropliohippus hulberti,22.4,15.4,1,1,,Kelly 1995,Kelly 1995c (type: Caliente Fm.),,,US
Hexacodus pelodes,4.2,3,1,1,,Gazin 1952,Gazin 1952,,,
Hexobelomeryx fricki,10.2,6.1,1,1,,Alroy 2000,"Dalquest and Mooser 1980 (""unidentified antilocaprid"": Rancho El Ocote)",,,
Hibbarderix obfuscatus,2.19,1.38,9,9,,Martin and Green 1984,Martin and Green 1984,,,
Hibbardomys fayae,2.92,1.26,7,7,,Zakrzewski 1984,Zakrzewski 1984,,,
Hibbardomys marthae,2.616666667,1.24,15,15,,Zakrzewski 1984,Zakrzewski 1984 (Big Springs),,,US
Hibbardomys skinneri,2.93,1.4,2,2,,Zakrzewski 1984,Zakrzewski 1984,,,
Hibbardomys voorhiesi,2.95,1.31,26,26,,Zakrzewski 1984,Zakrzewski 1984 (Big Springs),,,US
Hibbardomys zakrzewskii,2.79,1.29,2,2,,Martin 1989,R Martin 1989b (Java),,,US
Hipparion condoni,20.45,9.3,2,2,,Shotwell and Russell 1963,Shotwell and Russell 1963 (Black Butte),,,
Hipparion forcei,22.95,11.35,2,2,,Drescher 1941,"Drescher 1941 (North Tejon Hills: ""H. cf. mohavense"" and Nannippus cf. tehonensis"")",,,US
Hipparion tehonense,18.85,8.9,4,4,,MacFadden and Hulbert 1990,MacFadden and Hulbert 1990 (Love Bone Bed),,,US
Hippidion,25.425,15.025,4,4,,Alberdi et al. 1986,,,,AR
Hitonkala macdonaldtau,1.3075,1.395,11,11,,Korth 1992,Korth 1992a (McCann Canyon),,,US
Hodomys alleni,3.4,1.9,12,12,,Zakrzewski 1985,Zakrzewski 1985 (Recent),,,
Holmesina floridanus,17.96,9.18,5,5,,Alroy 2000,"Hulbert and Morgan 1993 - ""t5""",,,
Holmesina septentrionalis,21.1611,8.744433333,5,5,,Alroy 2000,"James 1957 (TMM 30967, Houston)",,,US
Holochilus primigenus,2.89,1.85,1,1,,Steppan 1996,,,,
Homacodon vagans,5.25,3.88,4,4,,Alroy 2000,West 1984 (Bridger),,,
Homogalax aureus,8.9,5.7,1,1,,Alroy 2000,Gingerich 1991 (type: Golden Valley),,,
Homogalax protapirinus,9.1,6.3,6,6,,Davidson 1987,Davidson 1987 (Cooper Lake),,,
Homotherium crusafonti,25.8,12.5,1,1,,Alroy 2000,Schultz and Martin 1970 (type: UNSM Mo-5),,,
Homotherium idahoensis,33.6,14.6,2,2,,Mawby 1965,"Mawby 1965 (type, Froman's Ferry: remeasured from Merriam 1918a; repeated by Schultz and Martin 1970)",,,
Homotherium johnstoni,29.525,13.675,2,2,,Mawby 1965,Mawby 1965 (type: Cita Canyon; repeated by Schultz and Martin 1970),,,US
Homotherium serum,27.53333333,11,4,4,,Martin et al. 1988,Martin et al. 1988 (UNSM Md-101),,,
Homotherium venezuelensis,31,13.8,2,1,,Rincón et al. 2011,,,,VE
Hondadelphys fieldsi,6.8,NA,3,NA,,Goin 1997,,,,CO
Honeymys mariae,1.775,1.196666667,8,8,,Dalquest et al. 1996,Dalquest et al. 1996 (type: Whisenhunt Quarry),,,US
Hoplictis grangerensis,19.6,7.8,2,2,,Bryant 1968,Bryant 1968,,,
Hoplophoneus cerebralis,16.4,5.6,1,1,,Macdonald 1963,Macdonald 1963,,,
Hoplophoneus dakotensis,23.2,10.1,1,1,,Peigne et al. 2000,Peigne et al. 2000 (type: remeasured from Hatcher 1895),,,
Hoplophoneus occidentalis,22.06,10.16,5,5,,Peigne et al. 2000,Peigne et al. 2000 (source of data unclear),,,
Hoplophoneus primaevus,16.25,7.5625,4,4,,Sinclair 1924,Sinclair 1924 (type),,,
Horolodectes sunae,2.8,2.1,8,8,,Scott et al. 2006,talonid width (trigonid narrower),,,
Huerfanodon polecatensis,11.1,9.4,1,1,,Schoch and Lucas 1981,Schoch and Lucas 1981b (Rock Bench Quarry),,,US
Huerfanodon torrejonius,10.1,8.5,1,1,,Schoch and Lucas 1981,Schoch and Lucas 1981b (Kimbetoh Arroyo),,,US
Huilabradys magdaleniensis,9.2,9.6,1,1,,Villarroel 1998,,,,
Huilatherium pluripicatum,34.8,20.4,5,5,,Villarroel and Colwell Danis 1997,,,,CO
Hyaenodon brevirostrus,11,6.5,1,1,,Mellett 1977,Mellett 1977,,,
Hyaenodon crucians,8.72,4.86,40,40,,Mellett 1977,Mellett 1977,,,
Hyaenodon horridus,13.34,7.99,21,21,,Mellett 1977,"Mellett 1977 (includes 2 ""H. cruentus"" specimens of Macdonald 1951)",,,
Hyaenodon microdon,5.5,4.3,1,1,,Lavrov and Emry 1998,Lavrov and Emry 1998 (USNM),,,
Hyaenodon montanus,10,6,2,2,,Mellett 1977,Mellett 1977,,,
Hyaenodon mustelinus,7.4,4,1,1,,Mellett 1977,Mellett 1977,,,
Hyaenodon raineyi,5.9,2.9,1,1,,Gustafson 1986,Gustafson 1986b,,,
Hyaenodon venturae,5.95,3.6,2,2,,Mellett 1977,Mellett 1977 (LACM),,,
Hyaenodon vetus,10.01,5.53,8,8,,Mellett 1977,Mellett 1977,,,
Hylomeryx annectens,5.85,3.8,2,2,,Gazin 1955,Gazin 1955,,,
Hylomeryx quadricuspis,5.9,3.9,1,1,,Gazin 1955,"Gazin 1955 (type, Uinta C: see also Peterson 1919)",,,
Hyopsodus fastigatus,4.9,3.6,6,6,,Alroy 2000,Storer 1984 (Swift Current Creek),,,
Hyopsodus latidens,3.67,3.14,308,308,,Gingerich 1994,Gingerich 1995a (Clark's Fork Basin),,,
Hyopsodus lepidus,3.65,2.883333333,55,55,,McGrew et al. 1959,McGrew 1959 (Tabernacle Butte),,,
Hyopsodus loomisi,3.316666667,2.743333333,912,912,,Gingerich 1989,Gingerich 1989 (Wa0),,,
Hyopsodus lysitensis,3.49,2.825,109,109,,Redline 1997,"Redline 1997 (CM: ""H. paulus-lysitensis"")",,,
Hyopsodus mentalis,4.5,3.6,22,22,,Redline 1997,Redline 1997 (CM),,,
Hyopsodus minor,3,2.5,15,15,,Redline 1997,Redline 1997 (CM),,,
Hyopsodus minusculus,3.296,2.608,121,121,,West 1979,West 1979 (Church Butte),,,US
Hyopsodus miticulus,3.753333333,2.996666667,76,76,,Guthrie 1967,Guthrie 1967b (Lysite),,,
Hyopsodus paulus,4.015892857,3.216357143,481,481,,West 1979,West 1979 (Church Butte),,,US
Hyopsodus pauxillus,2.84,2.26,1,1,,Gingerich 1994,Gingerich 1995a (type: Bighorn Basin),,,
Hyopsodus powellianus,5.08,4.056666667,218,218,,Guthrie 1967,Guthrie 1967b (Lysite),,,US
Hyopsodus simplex,3.585,2.98,56,56,,Gingerich 1994,Gingerich 1995a (Clark's Fork Basin),,,
Hyopsodus tonksi,3.7975,2.82,4,4,,Eaton 1982,Eaton 1982,,,
Hyopsodus uintensis,4.61,3.404,16,16,,Krishtalka 1979,Krishtalka 1979 (Uinta C; Badwater; Beaver Divide; Swift Current Creek),,,
Hyopsodus walcottianus,6.2,4.75,2,2,,Redline 1997,"Redline 1997 (CM: ""W. powellianus-walcottianus"")",,,
Hyopsodus wortmani,3.575,2.8,78,78,,Redline 1997,"Redline 1997 (CM: ""H. paulus-wortmani"")",,,
Hypohippus affinis,25.01666667,18.73333333,23,23,,Alroy 2000,Matthew and Gidley 1906 (type?),,,
Hypohippus equinus,23,14,1,1,,Merriam 1916,Merriam 1916a (type?),,,
Hypohippus osborni,22.1125,16.4875,62,62,,Merriam 1916,Merriam 1916a (type?),,,
Hypolagus edensis,2.2,2.45,2,2,,Gazin 1930,Gazin 1930 (Mt. Eden: possibly the type; repeated by Maxson 1930),,,
Hypolagus fontinalis,2.5,2.59335,4,4,,Dawson 1958,Dawson 1958,,,
Hypolagus furlongi,2.2,2.6,1,1,,Gazin 1934,Gazin 1934c (type: Grand View),,,
Hypolagus gidleyi,2.8,3.1,24,24,,Storer 1975,Storer 1975b,,,
Hypolagus oregonensis,2.9,3.4,1,1,,Shotwell 1956,Shotwell 1956 (type: McKay Reservoir),,,US
Hypolagus parviplicatus,2.7,2.85,2,2,,Dawson 1958,Dawson 1958,,,
Hypolagus vetus,3.04,3.18,15,15,,Dawson 1958,Dawson 1958 (presumably includes Thousand Creek material of Gazin 1930 and Maxson 1930),,,
Hypsiops breviceps,16,14,1,1,,Thorpe 1937,Thorpe 1937,,,
Hyrachyus eximius,19.21,13.55666667,22,22,,McGrew et al. 1959,McGrew 1959 (Hyopsodus Hill),,,US
Hyrachyus modestus,15.95085714,10.80017143,16,16,,Emry 1990,Emry 1990 (Elderberry Canyon),,,US
Hyracodon leidyanus,22.8,14.9,6,6,,Prothero 1996,Prothero 1996e (includes type),,,
Hyracodon medius,15.25,10.58,6,6,,Wilson and Schiebout 1984,Wilson and Schiebout 1984 (TMM 40203; repeated by Wilson and Stevens 1986),,,US
Hyracodon nebraskensis,19.4,14.1,6,6,,Prothero 1996,Prothero 1996e (includes type),,,
Hyracodon petersoni,13.8,12.1,1,1,,Prothero 1996,Prothero 1996e (based on Russell 1982),,,
Hyracodon primus,15.4,10,1,1,,Wilson and Schiebout 1984,Wilson and Schiebout 1984 (TMM 40211),,,
Hyracodon priscidens,18.85,13.7,2,2,,Prothero 1996,Prothero 1996e (based on range),,,
Hystricops venustus,7.074433333,7.6011,7,7,,Stirton 1935,"Stirton 1935 (paratype: ""Lou Fork""; possibly an m2 instead)",,,
Ictidopappus mustelinus,4.1,2.3,1,1,,MacIntyre 1966,"MacIntyre 1966 (type, Gidley Quarry: remeasured from Simpson 1935d, 1937a)",,,US
Ignacius fremontensis,1.6,1.2,2,2,,Alroy 2000,Scott 2003 (Who Nose),,,
Ignacius frugivorus,2,1.604,14,14,,Krause 1978,Krause 1978 (Roche Percee),,,CA
Ignacius graybullianus,2.2835,2.1335,6,6,,Bown and Rose 1976,Bown and Rose 1976 (Gray Bull beds),,,
Indarctos nevadensis,42.275,21.875,3,3,,Macdonald 1959,Macdonald 1959 (type: repeated by Dalquest 1969; Schultz and Martin 1975b),,,
Indarctos oregonensis,39.8,21,1,1,,Schultz and Martin 1975,Schultz and Martin 1975b (Cambridge),,,US
Ingentisorex tumididens,3.0273,1.83155,14,14,,Hutchison 1966,Hutchison 1966 (type: UO 2465),,,US
Ischyrocyon gidleyi,38.875,17.5,5,5,,Johnston and Christian 1941,Johnson and Christian 1941 (type: repeated by Macdonald 1960),,,
Ischyromys,3.335,3.13,31,31,,Howe 1966,Howe 1966,,,
Ischyromys typus,3.6,3.525,133,133,,Howe 1966,Howe 1966,,,
Ischyromys veterior,3.3,3.1475,8,8,,Alroy 2000,Wood 1969 (Chadronia Pocket),,,
Isectolophus annectens,12.1,8.1,10,10,,Radinsky 1963,,,,
Isectolophus latidens,10.88,7.1,5,5,,Radinsky 1963,,,,
Iugomortiferum thoringtoni,1.88,1.04,1,1,,Cifelli 1990,Cifelli 1990b,,,
Jacobsomys verdensis,2.06,1.31,1,1,,Czaplewski 1987,Czaplewski 1987a,,,
Janimus dawsonae,1.23,1.13,25,25,,Storer 1988,Storer 1988 (Lac Pelletier: m12),,,CA
Janumys erebos,1.26,0.76,14,14,,Eaton and Cifelli 2001,Eaton and Cifelli 2001 (Mussentuchit),,,
Javazapus weeksi,1.28,0.93,2,2,,Martin 1989,R Martin 1989a (Java),,,US
Jaywilsonomys ojinagaensis,3.34,3.005,1,1,,Ferrusquia and Wood 1969,"Ferrusquia and Wood 1969 (type, Ojinaga: partially repeated by Wood 1974)",,,
Jemezius szalayi,2.275,1.825,3,3,,Beard 1987,Beard 1988a (type),,,
Jepsenella praepropera,1.633333333,1.3,3,3,,West 1973,West 1973a (type: Gidley Quarry),,,US
Jimomys labaughi,1.7,1.9,6,6,,Wahlert 1976,Wahlert 1976 (type: Observation Quarry),,,US
Jimomys lulli,1.34,1.43,1,1,,Alroy 2000,Wood 1936 (type: Bridge Creek),,,
Kansasimys dubius,2.1325,2.2075,4,4,,Dalquest and Patrick 1989,Dalquest and Patrick 1989 (Higgins),,,
Kansasimys wilsoni,2.5,2.53,1,1,,Jacobs 1977,Jacobs 1977 (see also Dalquest and Patrick 1989),,,
Ketketictis solida,9.4,5.2,1,1,,Morlo et al. 2007,,,,
Knightomys cremneus,1.38335,1.38335,4,4,,Ivy 1990,Ivy 1990 (type: SC-255),,,US
Knightomys cuspidatus,1.75,1.5,1,1,,Bown 1982,Bown 1982,,,
Knightomys depressus,1.865,1.7448,49,49,,Korth 1984,"Korth 1984 (apparently includes type of Loomis 1907 and material of Gazin 1962, Wood ,1962, 1965, including types of ""Microparamys cathedralis"" and ""M. lysitensis"")",,,
Knightomys huerfanensis,2.1125,2.0021,10,10,,Korth 1984,Korth 1984 (Huerfano: new data),,,
Knightomys minor,1.47705,1.369325,10,10,,Alroy 2000,Wood 1965 (type: see also Korth 1984),,,
Knightomys reginensis,1.0708,0.9958,5,5,,Flanagan 1986,Flanagan 1986,,,
Knightomys senior,1.61,1.515,3,3,,Korth 1984,Korth 1984 (Lost Cabin Mbr.),,,
Koniaryctes paulus,1.28,0.92,1,1,,Robinson and Kron 1998,Robinson and Kron 1998 (type: Bozeman),,,US
Kramadolops abanicoi,4.77,3.85,1,1,,Flynn and Wyss 1999,width = anterior,,,CL
Krauseia clemensi,2.25,0.95,2,2,,Sloan 1981,"Sloan 1981 (type: Little Pocket; ""modal"" value specimen of Sloan 1987)",,,US
Labidolemur kayi,1.8,1.26,6,6,,Gingerich 1982,"Gingerich 1982e (type, Bear Creek: Simpson 1929; remeasured from McKenna 1963)",,,
Labidolemur major,2.6,2,1,1,,West 1972,West 1972 (type: Saddle; repeated by West 1973a),,,US
Labidolemur serus,2.1,1.47,3,3,,Gingerich 1982,Gingerich 1982e (Clark's Fork Basin: includes type),,,
Labidolemur soricoides,1.675,1.075,3,3,,Simpson 1935,"Simpson 1935c (type, Mason Pocket: repeated by West 1972, 1973a)",,,US
Lagonimico conclucatus,2.39,2.5,1,2,,Kay 1994,Trigonid width,,,CO
Lambdotherium popoagicum,10.1,7.4,1,1,,Zonneveld et al. 2000,Zonneveld et al. 2000 (Little Muddy),,,
Lambertocyon eximius,6.975,5.308333333,6,6,,Gingerich 1979,Gingerich 1979b (type),,,
Lambertocyon ischyrus,5.966666667,4,3,3,,Gingerich 1979,Gingerich 1979b (type),,,
Lanthanotherium sawini,2.92,1.9,1,1,,Lindsay 1972,Lindsay 1972 (UCMP V-6448),,,US
Laredochoerus edwardsi,6.8,6.1,1,1,,Westgate 1994,Westgate 1994,,,
Laredomys riograndensis,0.81,0.99,1,1,,Wilson and Westgate 1991,Wilson and Westgate 1991,,,
Lasiopodomys deceitensis,3.7,1.5,1,1,,Guthrie and Matthews 1971,Guthrie and Matthews 1971 (type: Cape Deceit),,,US
Leidymys alicae,2,1.45,1,1,,Black 1961,Black 1961c,,,
Leidymys blacki,2.06,1.478,4,4,,Macdonald 1970,Macdonald 1970 (Macdonald 1963),,,
Leidymys cerasus,1.895,1.27,2,2,,Korth 1992,Korth 1992a (McCann Canyon),,,US
Leidymys korthi,1.89,1.31,5,5,,Williams and Storer 1998,Williams and Storer 1998 (Kealey Springs),,,CA
Leipsanolestes siegfriedti,1.766666667,1.45,7,7,,Alroy 2000,Simpson 1928 (Bear Creek: repeated by Rose 1981),,,
Lemmiscus curtatus,2.510666667,0.887666667,29,29,,Barnosky and Rasmussen 1988,Barnosky and Rasmussen 1988 (Recent),,,
Leopardus wiedii,9.5,3.95,5,5,,Hulbert and Pratt 1998,Hulbert and Pratt 1998 (based on range given by Gilette 1976),,,
Leptacodon catulus,1.3,0.9,1,1,,Krishtalka 1976,Krishtalka 1976b (type: AMNH Quarry 88),,,US
Leptacodon munusculum,1.268,0.934,7,7,,Krishtalka 1976,Krishtalka 1976b (Cedar Point),,,US
Leptacodon packi,1.65,1.1,2,2,,Krishtalka 1976,Krishtalka 1976b (Silver Coulee),,,
Leptacodon tener,1.34125,1.0375,5,5,,Simpson 1936,Simpson 1936c (Scarritt Quarry),,,US
Leptalestes krejcii,1.53125,0.93,11,11,,Lillegraven 1969,Lillegraven 1969,,,
Leptalestes prokrejcii,1.5,0.9,1,1,,Rigby and Wolberg 1987,Rigby and Wolberg 1987 (Fossil Forest Quarry 1),,,US
Leptarctus primus,10.13333333,4.733333333,3,3,,Galbreath 1953,Galbreath 1953 (Kennesaw),,,US
Leptauchenia decora,8.9,6.5,1,1,,Thorpe 1937,Thorpe 1937,,,
Leptauchenia lullianus,12,8.5,1,1,,Thorpe 1937,Thorpe 1937,,,
Leptauchenia major,9.9,7.1,3,3,,Thorpe 1937,Thorpe 1937,,,
Leptictis douglassi,4.58,3.86,1,1,,Novacek 1976,Novacek 1976 (type: TMM 40688),,,US
Leptochoeridae,4.14,3.32,5,5,,Krishtalka and Stucky 1985,Krishtalka and Stucky 1985 (Wind River Basin),,,US
Leptochoerus elegans,5.683333333,4.966666667,3,3,,Macdonald 1955,"Macdonald 1955 (""L. spectabilis"": see Edwards 1976)",,,
Leptochoerus spectabilis,5.8889,5.1,7,7,,Macdonald 1955,Macdonald 1955 (see Edwards 1976),,,
Leptochoerus supremus,8.5,6.65,1,1,,Macdonald 1955,Macdonald 1955 (see Edwards 1976),,,
Leptocyon vafer,12.05302727,4.754545455,19,19,,Merriam 1919,Merriam 1919 (Ricardo),,,
Leptocyon vulpinus,11.8,4.8,1,1,,Matthew 1907,Matthew 1907 (type: AMNH Rosebud 7),,,
Leptodontomys douglassi,1.043,0.9,6,6,,Burke 1934,Burke 1934a (type: White Butte),,,US
Leptodontomys quartzi,0.76875,0.72375,5,5,,Alroy 2000,Shotwell 1976b (type: UO 2465),,,US
Leptodontomys russelli,0.7,0.75,1,1,,Storer 1975,Storer 1975b,,,
Leptodontomys stirtoni,0.95,0.95,9,9,,Lindsay 1972,Lindsay 1972 (Barstow Formation: includes type),,,
Leptolambda churchilli,22.13,17.7,4,4,,Gingerich and Childress 1983,Gingerich and Childress 1983 (Bighorn Basin: includes type),,,
Leptomeryx antecedens,6,4,1,1,,Cook 1934,,,,US
